2022-07-09T22:05:52.871023,25.4
2022-07-09T22:06:17.180816,25.1
2022-07-09T22:07:28.769588,24.8
2022-07-09T22:17:28.889528,25.1
2022-07-09T22:27:29.010979,25.1
2022-07-09T22:37:29.132427,25.6
2022-07-09T22:47:29.253889,25.0
2022-07-09T22:57:29.375421,26.1
2022-07-09T23:07:29.496915,26.1
2022-07-09T23:17:29.618357,25.2
2022-07-09T23:27:29.738157,25.2
2022-07-09T23:37:29.836254,24.6
2022-07-09T23:47:29.938644,24.2
2022-07-09T23:57:30.025990,25.2
2022-07-10T00:07:30.133128,24.2
2022-07-10T00:17:30.231987,25.1
2022-07-10T00:27:30.347805,24.7
2022-07-10T00:37:30.452500,25.0
2022-07-10T00:47:30.492712,24.9
2022-07-10T00:57:30.614194,25.2
2022-07-10T01:07:30.735657,24.1
2022-07-10T01:17:30.857149,24.6
2022-07-10T01:27:30.978688,24.8
2022-07-10T01:37:31.090587,24.8
2022-07-10T01:47:31.194913,24.7
2022-07-10T01:57:31.303721,24.7
2022-07-10T02:07:31.425162,24.7
2022-07-10T02:17:31.509513,25.2
2022-07-10T02:27:31.613865,24.9
2022-07-10T02:37:31.730142,24.8
2022-07-10T02:47:31.821050,25.2
2022-07-10T02:57:31.942606,25.4
2022-07-10T03:07:32.026318,24.4
2022-07-10T03:17:32.064337,24.5
2022-07-10T03:27:32.098515,24.3
2022-07-10T03:37:32.219952,24.4
2022-07-10T03:47:32.341419,24.2
2022-07-10T03:57:32.462837,24.4
2022-07-10T04:07:32.584274,24.3
2022-07-10T04:17:32.705733,24.4
2022-07-10T04:27:32.827202,24.4
2022-07-10T04:37:32.948376,24.2
2022-07-10T04:47:33.070021,23.9
2022-07-10T04:57:33.191339,24.8
2022-07-10T05:07:33.312779,25.4
2022-07-10T05:17:33.359085,25.2
2022-07-10T05:27:33.480556,24.9
2022-07-10T05:37:33.602021,24.9
2022-07-10T05:47:33.723531,24.1
2022-07-10T05:57:33.845052,24.2
2022-07-10T06:07:33.966573,24.1
2022-07-10T06:17:34.088128,24.1
2022-07-10T06:27:34.209606,24.8
2022-07-10T06:37:34.331100,26.1
2022-07-10T06:47:34.452611,27.6
2022-07-10T06:57:34.491805,27.6
2022-07-10T07:07:34.613263,27.2
2022-07-10T07:17:34.734728,26.8
2022-07-10T07:27:34.856275,26.8
2022-07-10T07:37:34.977814,26.8
2022-07-10T07:47:35.099292,26.9
2022-07-10T07:57:35.220735,27.4
2022-07-10T08:07:35.342128,27.2
2022-07-10T08:17:35.463584,27.9
2022-07-10T08:27:35.585050,28.2
2022-07-10T08:37:35.706589,29.4
2022-07-10T08:47:35.828076,30.1
2022-07-10T08:57:35.949509,30.0
2022-07-10T09:07:36.071026,29.8
2022-07-10T09:17:36.192490,31.0
2022-07-10T09:27:36.313990,31.6
2022-07-10T09:37:36.435516,31.6
2022-07-10T09:47:36.556974,32.0
2022-07-10T09:57:36.678495,32.7
2022-07-10T10:07:36.799930,32.4
2022-07-10T10:17:36.921418,32.8
2022-07-10T10:27:37.042941,33.6
2022-07-10T10:37:37.164363,33.2
2022-07-10T10:47:37.285857,32.4
2022-07-10T10:57:37.407399,32.4
2022-07-10T11:07:37.528882,33.1
2022-07-10T11:17:37.650399,32.8
2022-07-10T11:27:37.771874,33.9
2022-07-10T11:37:37.893409,33.7
2022-07-10T11:47:38.015058,31.9
2022-07-10T11:57:38.136653,31.7
2022-07-10T12:07:38.258151,31.2
2022-07-10T12:17:38.379561,32.8
2022-07-10T12:27:38.501015,33.2
2022-07-10T12:37:38.622441,32.4
2022-07-10T12:47:38.707269,33.2
2022-07-10T12:57:38.787283,32.9
2022-07-10T13:07:38.908783,31.8
2022-07-10T13:17:38.947265,30.9
2022-07-10T13:27:39.068698,32.0
2022-07-10T13:37:39.187271,31.4
2022-07-10T13:47:39.267267,31.1
2022-07-10T13:57:39.347272,32.2
2022-07-10T14:07:39.427276,31.9
2022-07-10T14:17:39.507264,31.4
2022-07-10T14:27:39.587282,31.4
2022-07-10T14:37:39.685299,31.9
2022-07-10T14:47:39.747321,31.6
2022-07-10T14:57:39.827259,31.4
2022-07-10T15:07:39.948727,30.8
2022-07-10T15:17:40.070140,30.2
2022-07-10T15:27:40.191618,30.2
2022-07-10T15:37:40.313060,30.5
2022-07-10T15:47:40.434502,30.6
2022-07-10T15:57:40.555971,30.5
2022-07-10T16:07:40.673841,30.2
2022-07-10T16:17:40.787272,30.5
2022-07-10T16:27:40.900538,30.8
2022-07-10T16:37:41.007504,30.8
2022-07-10T16:47:41.127342,30.8
2022-07-10T16:57:41.235802,31.4
2022-07-10T17:07:41.345687,30.8
2022-07-10T17:17:41.467154,30.6
2022-07-10T17:27:41.497330,30.4
2022-07-10T17:37:41.618793,30.4
2022-07-10T17:47:41.725653,30.0
2022-07-10T17:57:41.847192,30.0
2022-07-10T18:07:41.968674,29.6
2022-07-10T18:17:42.067297,29.4
2022-07-10T18:27:42.147267,30.2
2022-07-10T18:37:42.268789,30.7
2022-07-10T18:47:42.307281,30.6
2022-07-10T18:57:42.397353,30.2
2022-07-10T19:07:42.518878,29.3
2022-07-10T19:17:42.557280,29.2
2022-07-10T19:27:42.678773,29.1
2022-07-10T19:37:42.800211,29.2
2022-07-10T19:47:42.921687,29.0
2022-07-10T19:57:43.043219,29.0
2022-07-10T20:07:43.164694,28.4
2022-07-10T20:17:43.286313,28.4
2022-07-10T20:27:43.407901,28.6
2022-07-10T20:37:43.529607,28.1
2022-07-10T20:47:43.557286,27.6
2022-07-10T20:57:43.679255,27.6
2022-07-10T21:07:43.800824,27.8
2022-07-10T21:17:43.922308,27.3
2022-07-10T21:27:44.043888,27.2
2022-07-10T21:37:44.165454,27.1
2022-07-10T21:47:44.277282,27.5
2022-07-10T21:57:44.307294,26.9
2022-07-10T22:07:44.428828,26.4
2022-07-10T22:17:44.550441,26.0
